internal idx,feature idx,unit idx top,unit idx bottom,image idx top,image idx bottom,col idx top,row idx top,col idx bottom,row idx bottom,number of outliers,ranksum,median,mean,ttest,mestimation,NUM,ROW,COL,FeatSize,NumCirc,NumTri,NumLine,CircDiam,TriSize,LineLen,RotSD,FCP,CCDunsc,WN0.1,WN0.2,WN0.3,WN0.4,WN0.5,WN0.7,WN1,WN1.5,WN2,WN3,WN4,FCPLOG,DC,DT,DL,TriArea,CircArea,LineArea,TA,CA,LA,ROT,CCD,FCPN01,FCPN03,FCPLOGN0.1,FCPLOGN0.3,Split
522,215,1732,3943,2624,444,16,27,49,60,10,-1.25084,3885.48,3934.88,-1.12316,4086.13,215,6,17,20,7,2,3,3.46308,4.87189,11.5337,139.933,0.32335,4,0.071615,0.030019,0.01537,0.012968,0.016107,0.008846,0.006787,0.004474,0.003697,0.003074,0.002898,-0.738419,0.0175,0.005,0.0075,18.2624,9.4192,34.601,0.0913121,0.164836,0.259508,1.39933,0.141421,0.188064,0.362054,-1.46264,-0.566459,1
523,182,1798,4009,2523,347,16,28,49,61,7,-1.09657,3853.8,3895.73,-1.46742,3978,182,5,17,10,0,1,2,3.52173,3.18865,3.4035,13.4655,0.2277,2,0.344775,0.002392,0.030091,0.035964,0.019172,0.013716,0.010619,0.007099,0.005734,0.004962,0.005143,-1.22134,0,0.01,0.02,7.8231,9.74095,10.2105,0.078231,0,0.20421,0.269309,0.141421,0.106328,0.243865,-2.12881,-1.1316,1
524,149,1864,4075,2492,312,16,29,49,62,7,0.248642,4170.45,4341.37,0.166358,4128.38,149,4,17,20,0,3,0,4.70406,7.11961,10.254,92.1117,0.182925,2,0.03519,0.038443,0.020782,0.018612,0.014373,0.009474,0.007242,0.004698,0.00383,0.003119,0.003017,-1.49665,0,0.0075,0,39.001,17.3794,30.7619,0.292508,0,0,0.460559,0.0707107,0.217503,0.161989,-1.28028,-1.6435,1
525,116,1930,4141,2391,215,16,30,49,63,12,-0.370589,3969.47,4124.07,-0.63764,4011.03,116,3,17,10,4,0,0,3.25924,3.79266,5.96388,131.208,0.3022,2,0.338878,0.019242,0.055703,0.016362,0.022766,0.008548,0.007611,0.007037,0.005582,0.004036,0.004485,-0.836843,0.04,0,0,11.0676,8.343,17.8916,0,0.33372,0,0,0.141421,0.262156,0.438551,-1.03479,-0.247045,1
526,83,1996,4207,2360,180,16,31,49,64,11,1.10378,4621.64,4519.27,0.75612,4347.6,83,2,17,20,0,0,11,9.59612,7.52526,9.42206,92.5972,0.536175,6,0.044647,0.040039,0.010872,0.010953,0.016807,0.006724,0.004621,0.004098,0.003326,0.00242,0.002396,0.144953,0,0,0.0275,43.572,72.3238,28.2662,0,0,0.77732,2.31493,0.212132,0.489096,0.118396,-0.0436231,-2.00771,1
527,50,2062,4273,2259,83,16,32,49,65,8,-2.39948,3589.72,3643.71,-3.64086,3887.84,50,1,17,10,4,0,0,3.06872,3.46057,5.97615,112.784,0.2218,4,0.121228,0.104313,0.067209,0.013006,0.031942,0.010554,0.011808,0.007733,0.006678,0.004952,0.004705,-1.25521,0.04,0,0,9.21425,7.39613,17.9285,0,0.295845,0,0,0.282843,0.16988,0.815528,-1.58648,1.48633,1
528,17,2128,4339,2228,48,16,33,49,66,11,-1.67846,3813.25,3702.16,-2.27942,4124.8,17,0,17,20,1,0,2,7.29089,5.23182,12.1398,71.8906,0.2852,4,0.193062,0.049867,0.006246,0.016327,0.023054,0.00652,0.005802,0.005367,0.004312,0.003613,0.003313,-0.918812,0.0025,0,0.005,21.0606,41.7494,36.4194,0,0.104374,0.182097,0.179727,0.141421,0.315579,0.0522843,-0.774164,-2.89736,1
529,1071,17,2228,4339,2161,17,1,50,34,7,1.60997,4780,4506.99,0.964818,4246.46,1071,32,16,28,1,4,0,9.73749,7.82173,6.44875,124.575,0.218049,2,0.02743,0.027571,0.017661,0.01337,0.00901,0.006406,0.004794,0.003193,0.002576,0.002062,0.00212,-1.27708,0.00127551,0.00510204,0,47.0728,74.4704,19.3462,0.240167,0.0949878,0,0.476691,0.0505076,0.196013,0.197444,-1.4114,-1.40235,1
530,1038,83,2294,4240,2062,17,2,50,35,6,-0.128481,4251.49,4141.17,-0.723834,4097.57,1038,31,16,28,5,1,1,5.18006,7.71773,18.2369,28.3119,0.204668,2,0.034494,0.040008,0.021908,0.013837,0.016117,0.008156,0.005195,0.004264,0.003494,0.002745,0.00272,-1.35737,0.00637755,0.00127551,0.00127551,45.8293,21.0746,54.7106,0.0584558,0.134405,0.069784,0.0361121,0.0505076,0.163559,0.01,-1.63199,-4.59512,1
531,1005,149,2360,4207,2029,17,3,50,36,10,0.507876,4083.98,4331.68,0.125105,4403.79,1005,30,16,28,0,0,13,4.09476,4.93593,14.5811,24.9081,0.470995,4,0.030565,0.036633,0.011594,0.011056,0.012072,0.005157,0.003781,0.00343,0.002939,0.002347,0.002157,-0.116151,0,0,0.0165816,18.7457,13.1688,43.7433,0,0,0.725336,0.381246,0.101015,0.555657,0.290916,0.223554,-0.890941,1
532,972,215,2426,4108,1930,17,4,50,37,12,0.275106,4120.1,4386.75,0.24743,4390.66,972,29,16,28,0,8,7,7.08114,5.79898,16.4745,51.635,0.465523,8,0.026259,0.034417,0.014416,0.011416,0.016408,0.006372,0.004564,0.004131,0.003108,0.002677,0.002317,-0.138127,0,0.0102041,0.00892857,25.8742,39.3818,49.4234,0.264023,0,0.441281,0.922054,0.202031,0.513552,0.402067,0.0542216,-0.396859,1
533,939,281,2492,4075,1897,17,5,50,38,5,-0.748298,3958.41,4032.01,-1.07944,4157.58,939,28,16,20,3,4,0,4.22221,6.82462,14.0434,123.132,0.33045,4,0.008437,0.027994,0.016594,0.022369,0.013479,0.008634,0.006166,0.004444,0.00356,0.002901,0.002727,-0.70615,0.0075,0.01,0,35.8361,14.0013,42.1301,0.358361,0.10501,0,0.923489,0.141421,0.259503,0.436983,-1.04855,-0.253414,1
534,906,347,2558,3976,1798,17,6,50,39,17,0.793014,4503,4626.44,0.733776,4547.69,906,27,16,20,0,9,1,9.58748,6.93241,14.0784,109.614,0.530025,2,0.062499,0.020508,0.01244,0.01111,0.009498,0.00624,0.004865,0.003225,0.002534,0.001923,0.001834,0.120245,0,0.0225,0.0025,36.9771,72.1937,42.2352,0.831984,0,0.105588,2.46632,0.0707107,0.739301,0.319877,1.04234,-0.754337,1
535,873,413,2624,3943,1765,17,7,50,40,9,0.431957,4525.18,4309.36,0.0483482,4361.2,873,26,16,28,1,0,9,9.66524,6.73549,15.7149,24.851,0.445293,10,0.024833,0.053121,0.013681,0.010754,0.016961,0.00606,0.004397,0.003817,0.00341,0.002608,0.002377,-0.219706,0.00127551,0,0.0114796,34.9062,73.3694,47.1446,0,0.0935835,0.541201,0.253582,0.252538,0.358089,0.755204,-0.583668,1.12656,1
536,840,479,2690,3844,1666,17,8,50,41,6,-0.27318,4021.18,4145.08,-0.656278,4129.03,840,25,16,20,2,1,0,7.43775,6.10595,7.49344,166.253,0.282825,2,0.025224,0.042208,0.01798,0.016329,0.013824,0.008132,0.006653,0.003663,0.003407,0.002354,0.002503,-0.930492,0.005,0.0025,0,28.686,43.4484,22.4803,0.0717151,0.217242,0,0,0.0707107,0.360886,0.01,-0.571521,-4.59512,1
537,807,545,2756,3811,1633,17,9,50,42,12,-0.247733,4145.18,4102.16,-0.678628,4378.95,807,24,16,20,0,4,4,6.21118,7.32978,10.1208,44.3953,0.4001,2,0.037832,0.016907,0.010618,0.015574,0.008385,0.007767,0.005389,0.003625,0.003012,0.002338,0.002319,-0.405048,0,0.01,0.01,41.3377,30.2997,30.3625,0.413377,0,0.303625,0.776917,0.0707107,0.390384,0.259087,-0.4457,-1.05072,1
538,774,611,2822,3712,1534,17,10,50,43,8,-0.90911,4053.55,4008.86,-1.09781,4050.79,774,23,16,10,0,3,1,3.92658,3.35663,4.91492,147.014,0.3235,2,0.237889,0.117179,0.052536,0.028547,0.021024,0.015762,0.01091,0.007677,0.006666,0.004785,0.005076,-0.737733,0,0.03,0.01,8.66902,12.1093,14.7448,0.260071,0,0.147448,4.41041,0.141421,0.259188,0.528647,-1.05019,0.114712,1
539,741,677,2888,3679,1501,17,11,50,44,12,0.169483,3933.66,4477.27,0.423271,4049.61,741,22,16,10,1,1,1,3.12318,3.91788,6.41705,144.952,0.3515,2,0.251118,0.039007,0.030623,0.025055,0.024562,0.011843,0.007217,0.007617,0.005779,0.004494,0.004183,-0.612452,0.01,0.01,0.01,11.8105,7.66098,19.2511,0.118105,0.0766098,0.192511,1.44952,0.141421,0.384692,0.373043,-0.469682,-0.519183,1
540,708,743,2954,3580,1402,17,12,50,45,9,-1.30702,3932,3851.33,-1.64856,4145.76,708,21,16,10,0,4,0,3.34342,3.86561,6.84659,106.934,0.2976,2,0.323646,0.013476,0.043235,0.051792,0.01545,0.019362,0.011596,0.007798,0.006184,0.004952,0.005227,-0.858753,0,0.04,0,11.4974,8.77956,20.5398,0.459895,0,0,3.20801,0.141421,0.465329,0.232401,-0.138905,-1.1948,1
541,675,809,3020,3547,1369,17,13,50,46,13,1.10975,4542,4697.45,0.960466,4393.48,675,20,16,20,8,2,0,6.88876,5.7884,3.15417,0.40615,0.51535,2,0.0632,0.013143,0.008987,0.008965,0.007153,0.005112,0.002986,0.002324,0.00173,0.001398,0.001478,0.0614193,0.02,0.005,0,25.7799,37.2711,9.4625,0.1289,0.745421,0,0.00101538,0.0707107,0.446963,0.986807,-0.21295,4.31482,1
542,642,875,3086,3448,1270,17,14,50,47,7,-0.474755,3916.33,4564.91,0.468952,4271.21,642,19,16,10,0,1,2,3.69592,3.61378,7.59794,132.121,0.3602,2,0.381768,0.032768,0.041107,0.016662,0.010304,0.00991,0.006306,0.004908,0.004009,0.003333,0.003359,-0.574496,0,0.01,0.02,10.0482,10.7284,22.7938,0.100482,0,0.455876,2.64241,0.141421,0.199509,0.232251,-1.38936,-1.19565,1
543,609,941,3152,3415,1237,17,15,50,48,8,-1.28926,3695.21,3928.72,-1.70073,4206.54,609,18,16,20,4,1,3,6.28786,5.93581,4.87713,179.747,0.3155,4,0.149987,0.01823,0.020094,0.01385,0.008527,0.007464,0.005745,0.003701,0.002866,0.002245,0.002243,-0.77453,0.01,0.0025,0.0075,27.1097,31.0524,14.6314,0.0677742,0.310524,0.109735,1.3481,0.141421,0.285123,0.01,-0.919192,-4.59512,1
544,576,1007,3218,3316,1138,17,16,50,49,6,0.189679,3953.75,4351.95,0.236792,4089.09,576,17,16,28,0,5,4,3.31192,4.09931,11.6987,118.8,0.221862,4,0.070387,0.052326,0.017741,0.016282,0.023846,0.008973,0.006321,0.005986,0.004793,0.003918,0.00366,-1.25485,0,0.00637755,0.00510204,12.9296,8.61488,35.0962,0.0824592,0,0.179062,1.21225,0.101015,0.14256,0.01,-1.79419,-4.59512,1
545,2177,1073,3284,3283,1105,17,17,50,50,15,0.814927,5475.2,4794.47,1.01251,4000.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,511,1139,3350,3184,1006,17,18,50,51,10,-0.47388,3807.17,4305.56,0.0262439,4135.2,511,15,16,28,0,7,6,5.96816,4.68083,8.85937,76.7535,0.281505,4,0.017796,0.045407,0.025785,0.014132,0.017232,0.00933,0.00665,0.005636,0.00426,0.003253,0.003343,-0.937008,0,0.00892857,0.00765306,16.8581,27.975,26.5781,0.150519,0,0.203404,1.1748,0.101015,0.154193,0.01,-1.70208,-4.59512,1
547,478,1205,3416,3151,973,17,19,50,52,8,-1.48293,3873.4,3834.94,-2.40596,3939.8,478,14,16,28,4,7,0,4.64729,3.47458,9.3171,140.454,0.153661,4,0.094254,0.062534,0.028616,0.030813,0.017592,0.01149,0.010398,0.007439,0.00587,0.004659,0.004615,-1.70617,0.00510204,0.00892857,0,9.28901,16.9625,27.9513,0.0829376,0.0865434,0,1.07491,0.101015,0.0278241,0.180666,-3.55363,-1.51184,1
548,445,1271,3482,3052,874,17,20,50,53,9,-0.0865436,4316.27,4067.44,-0.891014,4280.17,445,13,16,28,3,1,1,8.79685,9.61488,22.5168,163.21,0.299719,4,0.016426,0.044691,0.0135,0.01121,0.0095,0.005383,0.003593,0.00307,0.002371,0.001805,0.001677,-0.848634,0.00382653,0.00127551,0.00127551,71.1299,60.7777,67.5504,0.0907269,0.232568,0.0861613,0.208176,0.101015,0.197227,0.733587,-1.40372,1.0129,1
549,412,1337,3548,3019,841,17,21,50,54,10,-1.7498,3616.44,3747.03,-2.54315,4035.89,412,12,16,10,3,1,1,3.51001,3.05127,3.99977,51.562,0.3445,2,0.284717,0.036037,0.027882,0.033685,0.019316,0.019258,0.010884,0.008065,0.00601,0.004271,0.004728,-0.643304,0.03,0.01,0.01,7.16352,9.67622,11.9993,0.0716352,0.290286,0.119993,0.51562,0.141421,0.416681,0.01,-0.336415,-4.59512,1
550,379,1403,3614,2920,742,17,22,50,55,9,0.114104,3993.25,4477.77,0.487395,4082.79,379,11,16,20,0,9,0,9.76866,4.74012,13.9618,4.54546,0.2572,6,0.008435,0.047724,0.020333,0.018206,0.018081,0.012692,0.008597,0.006716,0.005315,0.004236,0.004632,-1.06057,0,0.0225,0,17.2879,74.9479,41.8855,0.388977,0,0,0.0909093,0.212132,0.177409,0.553256,-1.534,0.213835,1
551,346,1469,3680,2887,709,17,23,50,56,5,-2.43715,3753,3599.76,-3.92715,3803.33,346,10,16,28,11,0,5,3.16516,5.01845,7.79434,138.126,0.213265,6,0.043257,0.088337,0.032547,0.010703,0.032607,0.008237,0.006838,0.00721,0.005755,0.004336,0.004229,-1.30535,0.0140306,0,0.00637755,19.3777,7.86829,23.383,0,0.110397,0.149126,0.704723,0.151523,0.305021,0.0801027,-0.823499,-2.44095,1
552,313,1535,3746,2788,610,17,24,50,57,8,-1.41239,3906.02,3791.02,-1.94454,3993.12,313,9,16,10,3,0,0,3.3324,3.75252,5.74218,153.614,0.1966,2,0.329641,0.00527,0.031676,0.021806,0.022849,0.01014,0.007484,0.006887,0.004612,0.003848,0.003981,-1.40768,0.03,0,0,10.8345,8.72174,17.2265,0,0.261652,0,0,0.141421,0.130426,0.207218,-1.8972,-1.34178,1
553,280,1601,3812,2755,577,17,25,50,58,10,0.170986,4249.63,4188.21,-0.290732,4138.6,280,8,16,10,0,0,3,3.1782,3.38901,5.63601,45.4834,0.3239,2,0.364945,0.034407,0.030221,0.025947,0.016468,0.012832,0.00783,0.005584,0.004833,0.003713,0.00414,-0.735906,0,0,0.03,8.83708,7.93329,16.908,0,0,0.507241,0.909668,0.141421,0.309707,0.322629,-0.80149,-0.741715,1
554,247,1667,3878,2656,478,17,26,50,59,9,-1.50871,4033,3764.47,-2.34441,3974.43,247,7,16,10,2,1,0,3.89491,3.06608,6.23456,92.1756,0.3035,2,0.339366,0.074704,0.025344,0.033044,0.017925,0.020092,0.013609,0.007109,0.005633,0.004905,0.004756,-0.830686,0.02,0.01,0,7.2332,11.9147,18.7037,0.072332,0.238295,0,0,0.141421,0.23938,0.322126,-1.15608,-0.744019,1
555,214,1733,3944,2623,445,17,27,50,60,14,0.243177,4122.65,4521.15,0.447921,4194.65,214,6,16,10,3,0,2,3.0385,3.33814,7.12054,58.8465,0.4081,2,0.336229,0.027438,0.033099,0.026755,0.010431,0.00875,0.006386,0.004678,0.003862,0.003259,0.003397,-0.371825,0.03,0,0.02,8.57378,7.25118,21.3616,0,0.217535,0.427232,0.588465,0.141421,0.489588,0.777341,-0.0416529,1.25024,1
556,181,1799,4010,2524,346,17,28,50,61,9,-0.076625,3995.33,4204.16,-0.338328,4217.61,181,5,16,28,14,0,0,6.91907,9.77321,17.4576,20.5627,0.421901,4,0.02873,0.01895,0.013943,0.011255,0.008269,0.005978,0.003813,0.002824,0.0022,0.001734,0.001716,-0.314976,0.0178571,0,0,73.4918,37.5998,52.3728,0,0.671424,0,0,0.101015,0.464775,0.404561,-0.141134,-0.386498,1
557,148,1865,4076,2491,313,17,29,50,62,14,2.0782,5084.08,5088.45,1.94896,4341.95,148,4,16,20,0,8,0,6.5255,6.25471,15.7216,113.817,0.433675,4,0.056095,0.014327,0.019052,0.016629,0.010341,0.008789,0.006006,0.003867,0.003226,0.002431,0.00267,-0.266873,0,0.02,0,30.1009,33.444,47.1649,0.602017,0,0,1.9918,0.141421,0.486423,0.99,-0.0543226,4.59512,1
558,115,1931,4142,2392,214,17,30,50,63,6,0.0414302,3961.91,4219.32,-0.376838,3983.61,115,3,16,20,0,0,7,3.09214,6.53249,5.41455,9.79522,0.261025,6,0.072339,0.029327,0.018079,0.014779,0.026424,0.010097,0.007427,0.007546,0.006227,0.004696,0.004206,-1.04065,0,0,0.0175,32.8338,7.50944,16.2437,0,0,0.284264,0.146928,0.212132,0.49715,0.0757868,-0.0114013,-2.50102,1
559,82,1997,4208,2359,181,17,31,50,64,8,-0.778862,3881.8,4131.45,-0.463732,4065.04,82,2,16,20,1,0,8,7.25256,6.96746,5.22355,95.3942,0.3588,6,0.09711,0.068937,0.026696,0.019444,0.025253,0.01164,0.007707,0.005824,0.004866,0.003605,0.003466,-0.580576,0.0025,0,0.02,37.3519,41.3117,15.6707,0,0.103279,0.313413,1.6694,0.212132,0.0972521,0.262475,-2.22814,-1.03314,1
560,49,2063,4274,2260,82,17,32,50,65,11,-0.605849,3761.56,3968.5,-0.796844,4358.54,49,1,16,20,2,1,4,7.40509,7.16268,13.1953,134.843,0.455925,4,0.050871,0.040455,0.011512,0.009867,0.013388,0.00579,0.004571,0.003633,0.003113,0.002337,0.002255,-0.176759,0.005,0.0025,0.01,39.4744,43.0676,39.5859,0.098686,0.215338,0.395859,1.34843,0.141421,0.374324,0.666277,-0.513713,0.691395,1
561,16,2129,4340,2227,49,17,33,50,66,8,-1.59989,3619.95,3814.36,-1.77004,3953.78,16,0,16,10,2,1,0,3.61786,3.40013,4.15778,88.1304,0.2251,2,0.237024,0.030011,0.019779,0.024788,0.036683,0.01778,0.014279,0.008561,0.007328,0.005319,0.005303,-1.23619,0.02,0.01,0,8.89518,10.28,12.4733,0.0889518,0.2056,0,0,0.141421,0.351656,0.799007,-0.611766,1.3801,1
562,1070,18,2229,4338,2162,18,1,51,34,10,1.21783,4651.7,4571.5,0.781577,4651.06,1070,32,15,20,4,7,0,6.86595,7.98148,14.216,167.269,0.55035,2,0.066452,0.017641,0.008059,0.011187,0.006546,0.005496,0.003438,0.0025,0.002072,0.001574,0.001615,0.202085,0.01,0.0175,0,49.0152,37.0247,42.6479,0.857765,0.370247,0,2.50903,0.0707107,0.633476,0.749229,0.547158,1.09451,1
563,1037,84,2295,4241,2061,18,2,51,35,4,1.14151,4244.94,4712.01,1.28384,4117.24,1037,31,15,28,0,4,0,3.78902,6.45949,8.66109,61.0698,0.13125,4,0.080667,0.025527,0.021907,0.017334,0.016284,0.011549,0.007506,0.005428,0.003963,0.003312,0.003174,-1.88995,0,0.00510204,0,32.1041,11.2757,25.9833,0.163797,0,0,0.233686,0.101015,0.251384,0.01,-1.09124,-4.59512,1
564,1004,150,2361,4206,2030,18,3,51,36,13,-0.0326602,4182,4136.67,-0.551039,4153.77,1004,30,15,10,2,3,0,3.07554,3.75953,5.28632,22.1982,0.3608,4,0.333631,0.034484,0.032199,0.022506,0.011083,0.01167,0.009295,0.006814,0.005014,0.004035,0.004027,-0.571894,0.02,0.03,0,10.875,7.42903,15.859,0.326251,0.148581,0,0.443964,0.282843,0.287416,0.468148,-0.907967,-0.127582,1
565,971,216,2427,4109,1929,18,4,51,37,4,-0.621002,3956.05,4122.59,-0.618183,4066.34,971,29,15,20,1,1,2,7.48785,3.19015,7.63578,8.81304,0.213475,4,0.02725,0.072969,0.013322,0.016385,0.016368,0.009612,0.005856,0.005215,0.00431,0.003461,0.003226,-1.3041,0.0025,0.0025,0.005,7.83042,44.0356,22.9074,0.0195761,0.110089,0.114537,0.0440652,0.141421,0.159053,0.264981,-1.66529,-1.02024,1
566,938,282,2493,4074,1898,18,5,51,38,6,-0.539335,3910.59,4053.7,-0.772051,4182.96,938,28,15,10,0,1,2,3.77469,3.30255,6.77747,120.136,0.3462,2,0.312595,0.051939,0.020122,0.019541,0.017355,0.009836,0.006714,0.006259,0.005085,0.003754,0.003454,-0.635785,0,0.01,0.02,8.39192,11.1906,20.3324,0.0839192,0,0.406648,2.40271,0.141421,0.384352,0.01,-0.471118,-4.59512,1
567,905,348,2559,3977,1797,18,6,51,39,8,-2.34327,3655,3600.24,-3.84357,4149.52,905,27,15,10,1,3,0,3.17108,3.84418,4.44462,109.439,0.2916,2,0.370364,0.034393,0.045336,0.029921,0.014174,0.013847,0.009323,0.006366,0.005759,0.004338,0.004407,-0.887626,0.01,0.03,0,11.3703,7.89775,13.3339,0.341108,0.0789775,0,2.18877,0.141421,0.486033,0.272587,-0.0558835,-0.981535,1
568,872,414,2625,3942,1766,18,7,51,40,10,0.384042,4428.03,4288.69,-0.0220889,4166.1,872,26,15,10,2,2,1,3.64842,3.31458,3.19437,105.978,0.348,4,0.362689,0.016302,0.027328,0.024661,0.012544,0.012202,0.008532,0.005676,0.005177,0.003683,0.003769,-0.627842,0.02,0.02,0.01,8.45319,10.4544,9.58312,0.169064,0.209088,0.0958312,2.11955,0.282843,0.303346,0.01,-0.831415,-4.59512,1
569,839,480,2691,3845,1665,18,8,51,41,8,0.277092,4320.18,4282.64,-0.0417095,4120.14,839,25,15,20,5,3,0,5.47566,4.06108,4.20518,155.338,0.282475,4,0.035624,0.030668,0.014867,0.015204,0.012373,0.008843,0.005612,0.004033,0.003191,0.002443,0.002417,-0.932218,0.0125,0.0075,0,12.6896,23.5485,12.6155,0.0951719,0.294356,0,0.776689,0.141421,0.352636,0.622119,-0.607471,0.498552,1
570,806,546,2757,3810,1634,18,9,51,42,7,-2.14808,3438.75,3990.67,-0.708993,3988.96,806,24,15,20,8,0,3,4.16853,5.97073,7.25412,178.748,0.345925,6,0.134942,0.047622,0.013516,0.020291,0.017002,0.010901,0.007119,0.006178,0.004872,0.003543,0.003472,-0.637,0.02,0,0.0075,27.4295,13.6476,21.7624,0,0.272952,0.163218,0.893741,0.212132,0.039624,0.123887,-3.18789,-1.95612,1
571,773,612,2823,3713,1533,18,10,51,43,6,-0.844078,3938.53,3991.47,-1.46341,4024.85,773,23,15,20,8,0,0,4.69129,3.23619,10.6059,80.9223,0.232325,2,0.123205,0.049993,0.014069,0.023143,0.007076,0.007595,0.007159,0.004804,0.00363,0.002973,0.0029,-1.19523,0.02,0,0,8.05809,17.2852,31.8176,0,0.345704,0,0,0.0707107,0.239004,0.0325051,-1.15815,-3.39331,1
572,740,678,2889,3678,1502,18,11,51,44,13,4.21855,5987.24,5969.44,3.92335,4789.88,740,22,15,20,0,0,12,7.17222,4.23166,15.4456,68.5106,0.712775,4,0.02615,0.033447,0.011907,0.010378,0.009063,0.004473,0.003913,0.003079,0.002349,0.001893,0.001877,0.9089,0,0,0.03,13.778,40.4014,46.3369,0,0,1.39011,1.88404,0.141421,0.689187,0.932065,0.79632,2.61886,1
573,707,744,2955,3581,1401,18,12,51,45,9,-0.15396,4093.83,4868.66,0.63555,4247.49,707,21,15,20,0,4,3,4.11872,6.92716,6.80075,56.3576,0.355125,4,0.016214,0.028432,0.013099,0.014268,0.011839,0.007859,0.005606,0.003945,0.003224,0.002407,0.00242,-0.596587,0,0.01,0.0075,36.9211,13.3234,20.4023,0.369211,0,0.153017,0.845365,0.141421,0.367277,0.394836,-0.543918,-0.427029,1
574,674,810,3021,3546,1370,18,13,51,46,11,1.24617,4430.25,4640.36,1.17124,4127.1,674,20,15,10,3,0,2,3.8583,3.54403,4.39605,123.62,0.4953,4,0.225872,0.057114,0.025784,0.02398,0.010529,0.012833,0.00762,0.005117,0.004263,0.003361,0.003305,-0.0188006,0.03,0,0.02,9.66407,11.6918,13.1882,0,0.350755,0.263763,1.2362,0.282843,0.542356,0.571766,0.169833,0.289059,1
575,641,876,3087,3449,1269,18,14,51,47,7,-0.919322,3655,4105.35,-0.682191,4022.36,641,19,15,28,1,0,12,9.10197,9.74478,4.42737,5.11406,0.219796,0,0.025622,0.041409,0.026717,0.015005,0.020304,0.008606,0.006479,0.005658,0.004428,0.003547,0.003344,-1.26686,0.00127551,0,0.0153061,73.0648,65.067,13.2821,0,0.0829936,0.203298,0.0717533,0,0.145023,0.01,-1.77418,-4.59512,1
576,608,942,3153,3414,1238,18,15,51,48,7,-2.4358,3575.6,3612.1,-3.74055,4026.51,608,18,15,28,6,0,0,5.16108,6.3873,16.4875,71.5336,0.159924,2,0.097131,0.028251,0.038995,0.013703,0.021982,0.013976,0.007666,0.004362,0.004226,0.00333,0.003493,-1.6588,0.00765306,0,0,31.3905,20.9205,49.4625,0,0.160106,0,0,0.0505076,0.343143,0.181765,-0.649318,-1.50443,1
577,575,1008,3219,3317,1137,18,16,51,49,12,0.551191,4300.2,4499.92,0.58048,4234,575,17,15,10,2,1,1,3.83407,3.9376,7.19767,156.151,0.3945,2,0.346582,0.015854,0.016783,0.016943,0.016788,0.007668,0.005505,0.005484,0.004571,0.003051,0.003231,-0.428435,0.02,0.01,0.01,11.9296,11.5454,21.593,0.119296,0.230908,0.21593,1.56151,0.141421,0.460728,0.0175456,-0.157411,-4.02525,1
578,543,1074,3285,3282,1106,18,17,51,50,8,-1.02893,3957.55,3912.3,-1.56641,4025.6,543,16,15,28,12,0,0,5.23586,7.82701,6.61184,98.1458,0.295804,8,0.072968,0.026957,0.032165,0.009308,0.0157,0.010274,0.006527,0.003727,0.003356,0.002547,0.002655,-0.867362,0.0153061,0,0,47.1364,21.5311,19.8355,0,0.329557,0,0,0.202031,0.209267,0.99,-1.32935,4.59512,1
579,510,1140,3351,3185,1005,18,18,51,51,11,-1.24281,3671.5,3896.5,-1.03365,4569.81,510,15,15,20,4,4,0,9.82183,6.07085,7.71587,28.7836,0.4522,2,0.044332,0.012974,0.010325,0.008009,0.006644,0.004816,0.003636,0.00238,0.001921,0.00145,0.001429,-0.191786,0.01,0.01,0,28.3572,75.7661,23.1476,0.283572,0.757661,0,0.215877,0.0707107,0.434484,0.272605,-0.263578,-0.981445,1
580,477,1206,3417,3150,974,18,19,51,52,10,0.043241,4046.26,4201.63,-0.329101,3973.39,477,14,15,10,0,2,1,3.83873,3.3362,5.47172,140.161,0.3128,2,0.14397,0.062085,0.050704,0.03839,0.028059,0.019017,0.011636,0.008909,0.007554,0.005415,0.005652,-0.787061,0,0.02,0.01,8.56384,11.5735,16.4152,0.171277,0,0.164152,2.80322,0.141421,0.24618,0.378284,-1.11909,-0.49684,1
581,444,1272,3483,3053,873,18,20,51,53,6,-1.02371,3672.2,3953.37,-1.50926,3957.36,444,13,15,28,0,0,12,9.80274,5.04288,4.66871,20.8841,0.193801,6,0.053282,0.074846,0.029138,0.018716,0.031794,0.009467,0.007973,0.008062,0.006079,0.004576,0.004105,-1.4255,0,0,0.0153061,19.5669,75.4718,14.0061,0,0,0.21438,0.293017,0.151523,0.221197,0.532143,-1.25871,0.128749,1
582,411,1338,3549,3018,842,18,21,51,54,10,-0.563126,3895.89,3984.69,-1.07052,4118.75,411,12,15,10,0,3,0,3.99969,3.81883,6.44208,133.062,0.2496,2,0.355698,0.018931,0.051374,0.040677,0.019452,0.015004,0.011227,0.007894,0.006414,0.004775,0.004864,-1.10075,0,0.03,0,11.2208,12.5644,19.3262,0.336624,0,0,2.66123,0.141421,0.206255,0.193571,-1.34765,-1.42697,1
